Hawker Centre Stalls,Postal Code,Postal Code,Postal Code
TAN CHOON BEE  #02-04 ,, S270044  ,270044  
TAN GIM HWEE  #01-24 ,, S270044  ,270044  
TAN HWA TENG  #02-24 ,, S270044  ,270044  
TANG KOK BONG  #01-51 ,, S270044  ,270044  
TAY EGG 01 -31 #01-31 ,, S270044  ,270044  
TAY EGG STALL  #01-30 ,, S270044  ,270044  
TECK KEE HAINANESE  #02-39 ,, S270044  ,270044  
TENG SAI CHENG  #01-53 ,, S270044  ,270044  
TEO CHENG KAI  #01-49 ,, S270044  ,270044  
TEO CHIN GEOK  #01-29 ,, S270044  ,270044  
TJUI HWEE@WASMI  #01-01 ,, S270044  ,270044  
YEO MIANG CHIN  #01-25 ,, S270044  ,270044  
ZHEN JI VEGETARIAN  #02-26 ,, S270044  ,270044  
 ,,,#VALUE!
 ,,,#VALUE!
 Back to Top   93 ,,,#VALUE!
HOLLAND VILLAGE FOOD CENTRE  ,,,#VALUE!
1 LORONG MAMBONG, S277700  , S277700  ,277700  
88 HV FRESH FRUIT JUICE  #01-25 ,, S277700  ,277700  
A&L FRESH FRUIT  #01-61 ,, S277700  ,277700  
AH XIN PROVISION  #01-34 ,, S277700  ,277700  
CHENG SHENG WESTERN FOOD  #01-30 ,, S277700  ,277700  
CLAYPOT & STEWED SOUP  #01-29 ,, S277700  ,277700  
DENNIS FRESH SUPPLIES  #01-67 ,, S277700  ,277700  
DE SHENG HANDMADE NOODLES  #01-19 ,, S277700  ,277700  
EZY MOBILE (LU)  #01-09 ,, S277700  ,277700  
FISHBALL NOODLE  #01-12 ,, S277700  ,277700  
FRIENDS  #01-21 ,, S277700  ,277700  
GUAN SENG COFFEE POWDER  #01-36 ,, S277700  ,277700  
HAINANESE CHICKEN RICE  #01-22 ,, S277700  ,277700  
HOLLAND V COFFEE  #01-24 ,, S277700  ,277700  
HOLLAND V FLORIST  #01-62 ,, S277700  ,277700  
HOLLAND VILLAGE - 27 #01-27 ,, S277700  ,277700  
HONG LI MEI WEI XIAO CHI  #01-17 ,, S277700  ,277700  
HOUSE OF HUNG YUNG  #01-07 ,, S277700  ,277700  
HUA SOON WESTERN FOOD  #01-20 ,, S277700  ,277700  
HV HOMEMADE SOYABEAN  #01-13 ,, S277700  ,277700  
HVKT LAKSA NASILEMAK  #01-15 ,, S277700  ,277700  
KOREAN CUISINE  #01-16 ,, S277700  ,277700  
LEE JI XIAO CHI  #01-23 ,, S277700  ,277700  
LIANG JI  #01-18 ,, S277700  ,277700  
MALA XIANG GUO  #01-31 ,, S277700  ,277700  
MINIWOK  #01-26 ,, S277700  ,277700  
NG KIM LUANG  #01-64 ,, S277700  ,277700  
RESTORANT AH FONG  #01-14 ,, S277700  ,277700  
SHAN QUAN CAFÉ  #01-28 ,, S277700  ,277700  
STEVE AUTOKEY HV  #01-10 ,, S277700  ,277700  
VEGETABLE STALL  #01-55 ,, S277700  ,277700  
 ,,,#VALUE!
HONG LIM FOOD CENTRE  ,,,#VALUE!
531A UPPER CROSS ST, S051531  , S051531  ,051531  
#02-53 #02-53 ,, S051531  ,051531  
01-03 HONGLIM  #01-03 ,, S051531  ,051531  
153 TRADITIONAL CUISINE  #01-53 ,, S051531  ,051531  
AH FATT FISHBALL NOODLE  #02-10 ,, S051531  ,051531  
AH HENG CURRY CHICKEN  #02-58 ,, S051531  ,051531  
AH MENG  #02-45 ,, S051531  ,051531  
AH NIAN BRAISED DUCK  #01-67 ,, S051531  ,051531  
CANTONESE DELIGHTS  #02-03 ,, S051531  ,051531  
CHAI KEE  #01-69 ,, S051531  ,051531  
CHUAN BEE LOR MEE  #02-54 ,, S051531  ,051531  
COFFEE BREAK  #02-41 ,, S051531  ,051531  
CUPPAGE HOKKIEN MEE  #01-60 ,, S051531  ,051531  
CURRY CHICKEN NOODLE  #02-59 ,, S051531  ,051531  
DAPUR ALISHAH  #01-57 ,, S051531  ,051531  
DONG FANG HONG  #01-47 ,, S051531  ,051531  
 ,, S051531  ,051531  
 Back to Top   94 ,, S051531  ,051531  
FAN JI FISH SOUP  #02-70 ,, S051531  ,051531  
FANG YUAN SHU SHI  #01-61 ,, S051531  ,051531  
FRESH PORK  #01-10 ,, S051531  ,051531  
HAK HUAT  #02-14 ,, S051531  ,051531  
HAPPY TASTE CAFE  #01-65 ,, S051531  ,051531  
HEALTHY JUICE  #02-62 ,, S051531  ,051531  
HENG KEE  #01-58 ,, S051531  ,051531  
HENGLI KAMPUNG NASI LEMAK  #02-69 ,, S051531  ,051531  
HO KEE SEAFOOD  #02-21 ,, S051531  ,051531  
HOCK HAI COFFEE  #02-68 ,, S051531  ,051531  
HOKKIEN ST BKT  #01-66 ,, S051531  ,051531  
HONG LIM #01 -04 #01-04 ,, S051531  ,051531  
JIN HUA  #02-38 ,, S051531  ,051531  
KIM SENG  #01-54 ,, S051531  ,051531  
MA BO LOR MEE  #02-05 ,, S051531  ,051531  
MIDAS  #02-07 ,, S051531  ,051531  
NICE FRESH JUICE  #01-63 ,, S051531  ,051531  
O2O COFFEE TEA OR MILK  #01-48 ,, S051531  ,051531  
ORIGINAL CRISPY PUFF  #02-36 ,, S051531  ,051531  
OUTRAM PARK F K T M  #02-17 ,, S051531  ,051531  
PASTEL PINK FLORA  #01-13 ,, S051531  ,051531  
PASTEL PINK FLORA (WM)  #01-31 ,, S051531  ,051531  
PASTEL PINK FLORA 1  #01-12 ,, S051531  ,051531  
PEACE KITCHEN PTE LTD  #02-52 ,, S051531  ,051531  
QI XIANG CHA SHI  #01-62 ,, S051531  ,051531  
SHUN JI MIXED RICE  #02-60 ,, S051531  ,051531  
SIMPLY FRUIT JUICE  #02-12 ,, S051531  ,051531  
TAI WAH PORK NOODLE  #02-16 ,, S051531  ,051531  
TANG KAY KEE FISH HEAD BEE HOON  #01-70 ,, S051531  ,051531  
TANGLIN CRISPY CURRY PUFF  #02-34 ,, S051531  ,051531  
TEO HENG PORRIDGE STALL  #01-56 ,, S051531  ,051531  
THE LEGEND ROASTED MEAT  #01-50 ,, S051531  ,051531  
TRADITIONAL HERBAL SOUP  #01-52 ,, S051531  ,051531  
TUCK LEE  #02-40 ,, S051531  ,051531  
VEGETARIAN COOK FOOD  #02-02 ,, S051531  ,051531  
VEGETARIAN FOOD  #01-49 ,, S051531  ,051531  
XU XIANG XIA BING  #02-63 ,, S051531  ,051531  
ZHEN MING CHA SHI  #01-46 ,, S051531  ,051531  
 ,,,#VALUE!
HONG YUN FISHERY  ,,,#VALUE!
414 YISHUN RING RD, S760414  , S760414  ,760414  
HONG YUN FISHERY  #01-1845  ,, S760414  ,760414  
 ,,,#VALUE!
JALAN BATU HAWKER CENTRE  ,,,#VALUE!
4A JALAN BATU, S432004  , S432004  ,432004  
4AJB -JALAN BATU  #01-26 ,, S432004  ,432004  
BOON SENG CURRY RICE  #01-34 ,, S432004  ,432004  
CHUAN COOKED FOOD  #01-21 ,, S432004  ,432004  
DORIS ALTERATION  #02-28 ,, S432004  ,432004  
FENG JI KWAY CHAP  #01-20 ,, S432004  ,432004  
 ,, S432004  ,432004  
 Back to Top   95 ,, S432004  ,432004  
FRUITS #02 -05 #02-05 ,, S432004  ,432004  
HONG NOODLE HOUE  #01-15 ,, S432004  ,432004  
HUA COFFEE AND DRINKS  #01-23 ,, S432004  ,432004  
KAMPUNG PANCAKE  #01-16 ,, S432004  ,432004  
LE LE CHICKEN  #02-14 ,, S432004  ,432004  
LIFU COFFEE N TOAST  #01-11 ,, S432004  ,432004  
LINK ASIA SEAFOOD (WM)  #02-12 ,, S432004  ,432004  
MENG FRUITS  #01-32 ,, S432004  ,432004  
OLD PLACE PRAWN NOODLE  #01-10 ,, S432004  ,432004  
SENG KWONG DRINKS STALL  #01-19 ,, S432004  ,432004  
SOH FRESH PORK  #02-17 ,, S432004  ,432004  
SPINACH SOUP  #01-13 ,, S432004  ,432004  
THAM M F STALL  #02-04 ,, S432004  ,432004  
WANG LAO WU  #01-28 ,, S432004  ,432004  
XIN XING HAINAN CHICKEN  #01-04 ,, S432004  ,432004  
 ,,,#VALUE!
JURONG WEST 505 MARKET AND FOOD CENTRE  ,,,#VALUE!
505 JURONG WEST ST 52, S640505  , S640505  ,640505  
01-119 #01-119 ,, S640505  ,640505  
0169 FISH STALL  #01-69 ,, S640505  ,640505  
97 FRUITS JUICE  #01-28 ,, S640505  ,640505  
AH GUAN PANCAKE  #01-52 ,, S640505  ,640505  
ANG AND GOH SEAFOOD  #01-66 ,, S640505  ,640505  
ANG BUTCHERY  #01-78 ,, S640505  ,640505  
BEAN CAKES & NOODLES  #01-154 ,, S640505  ,640505  
BEE HEONG TRADING (WM)  #01-03 ,, S640505  ,640505  
BEE LENG ALTERATION  #01-82 ,, S640505  ,640505  
BEVERAGE 16  #01-16 ,, S640505  ,640505  
CHEW PORK STALL 01 -77 #01-77 ,, S640505  ,640505  
CHINATOWN CLAYPOT RICE  #01-49 ,, S640505  ,640505  
CHONG BUTCHERY  #01-55 ,, S640505  ,640505  
CLOTHES 80  #01-80 ,, S640505  ,640505  
CURRY POWDER 100  #01-100 ,, S640505  ,640505  
CURRY POWDER 89  #01-89 ,, S640505  ,640505  
DA PO BAK KUT TEH  #01-45 ,, S640505  ,640505  
DADIMENG FISHERY  #01-25 ,, S640505  ,640505  
DDZONLINE  #01-131 ,, S640505  ,640505  
DING XIN SEAFOOD  #01-140 ,, S640505  ,640505  
DINGS DEAL  #01-05 ,, S640505  ,640505  
DRIED GOODS #01 -157 #01-157 ,, S640505  ,640505  
DRIED GOODS #01 -158 #01-158 ,, S640505  ,640505  
DRIED GOODS 159  #01-159 ,, S640505  ,640505  
DRIED GOODS 160  #01-160 ,, S640505  ,640505  
DU DU SHOU SHI  #01-19 ,, S640505  ,640505  
EGGS 152  #01-152 ,, S640505  ,640505  
FATT BUTCHERY  #01-75 ,, S640505  ,640505  
FISH 167  #01-167 ,, S640505  ,640505  
FISH SOUP 189  #01-189 ,, S640505  ,640505  
FISHEE  #01-134 ,, S640505  ,640505  
FLOWER 86  #01-86 ,, S640505  ,640505  
 ,, S640505  ,640505  
 Back to Top   96 ,, S640505  ,640505  
FRESH FOOD  #01-62 ,, S640505  ,640505  
FRESH MEAT 168  #01-168 ,, S640505  ,640505  
FRESH MEAT 59  #01-59 ,, S640505  ,640505  
FROZEN BEEF 105  #01-105 ,, S640505  ,640505  
FROZEN GOODS  #01-63 ,, S640505  ,640505  
GEENA CLOTHING  #01-84 ,, S640505  ,640505  
HANDMADE NOODLES  #01-51 ,, S640505  ,640505  
HAO JI PAU JW  #01-53 ,, S640505  ,640505  
HENG HENG 186  #01-186 ,, S640505  ,640505  
HONG SHENG FISH SOUP  #01-190 ,, S640505  ,640505  
J&C JURONG  #01-02 ,, S640505  ,640505  
JENNY VEGETABLES (WM)  #01-143 ,, S640505  ,640505  
JESSICA TAN  #01-110 ,, S640505  ,640505  
JIA YING FLORIST (WM)  #01-163 ,, S640505  ,640505  
JIAN BO SHUI KUEH - 505 #01-27 ,, S640505  ,640505  
JURONG WEST 505 WTM  #01-35 ,, S640505  ,640505  
KANG LE FISHBALL NOODLES  #01-29 ,, S640505  ,640505  
KEAT HONG MIXED RICE  #01-20 ,, S640505  ,640505  
KOK KEE WANTON NOODLES  #01-14 ,, S640505  ,640505  
KP PANCAKE  #01-11 ,, S640505  ,640505  
KSD SEAFOOD  #01-127 ,, S640505  ,640505  
KSD SEAFOOD 2  #01-122 ,, S640505  ,640505  
KSY GOODS  #01-04 ,, S640505  ,640505  
KWAY CHAP  #01-181 ,, S640505  ,640505  
LEE FISHERY  #01-64 ,, S640505  ,640505  
LEE SEAFOOD  #01-130 ,, S640505  ,640505  
LEE SEAFOOD 2  #01-129 ,, S640505  ,640505  
LIMING FRUITS (WM)  #01-161 ,, S640505  ,640505  
LOONG KEE YONG TAU FU  #01-31 ,, S640505  ,640505  
MAMA SHOP  #01-101 ,, S640505  ,640505  
MEAT 136  #01-136 ,, S640505  ,640505  
MING FA SHOU SHI  #01-33 ,, S640505  ,640505  
NEW HUP CHEONG ENTERPRISE  #01-108 ,, S640505  ,640505  
NG VEGETABLE  #01-121 ,, S640505  ,640505  
ONE2EAT CHICKEN RICE  #01-26 ,, S640505  ,640505  
ORGANIC AND NATURE CHAIN  #01-07 ,, S640505  ,640505  
PRESERVED GOODS 174  #01-174 ,, S640505  ,640505  
SANDRA SPICES (WM)  #01-146 ,, S640505  ,640505  
SCISSORS CURRY RICE  #01-17 ,, S640505  ,640505  
SHOES  #01-85 ,, S640505  ,640505  
SHUN SHUI XUAN  #01-06 ,, S640505  ,640505  
SOH KEE CF  #01-44 ,, S640505  ,640505  
TEOCHEW FISHBALL NOODLES  #01-48 ,, S640505  ,640505  
THIRST COFFEE  #01-47 ,, S640505  ,640505  
TRADITIONAL HAKKA LUI CHA  #01-02 ,, S640505  ,640505  
XIN XUAN PANCAKE  #01-46 ,, S640505  ,640505  
XING YUAN COFFEE STALL  #01-13 ,, S640505  ,640505  
YAN JIA LONG ZA HUO (WM)  #01-176 ,, S640505  ,640505  
YAP VEGETABLES  #01-120 ,, S640505  ,640505  
 ,,,#VALUE!
 ,,,#VALUE!
 Back to Top   97 ,,,#VALUE!
KALLANG ESTATE MARKET  ,,,#VALUE!
17 OLD AIRPORT RD, S397972  , S397972  ,397972  
#01-18 #01-18 ,, S397972  ,397972  
#01-32 #01-32 ,, S397972  ,397972  
1 FLORIST & GIFTS  #01-76 ,, S397972  ,397972  
148 HOT & COLD DRINKS  #01-16 ,, S397972  ,397972  
36 EGGS  #01-36 ,, S397972  ,397972  
51 SEAFOOD  #01-51 ,, S397972  ,397972  
55 SEAFOOD  #01-56 ,, S397972  ,397972  
86 PORK  #01-86 ,, S397972  ,397972  
A.AMEER FRESH & FROZEN  #01-40 ,, S397972  ,397972  
AH TECK  #01-04 ,, S397972  ,397972  
AH TOO NASI LEMAK  #01-02 ,, S397972  ,397972  
AISAH SPICES  #01-44 ,, S397972  ,397972  
AL BISMI MUSLIM FOOD  #01-15 ,, S397972  ,397972  
AR RAHMAN MUSLIM FOOD  #01-10 ,, S397972  ,397972  
CHIA FRESH & FROZEN FOOD  #01-87 ,, S397972  ,397972  
DA FEI FISHBALL NOODLE  #01-14 ,, S397972  ,397972  
FRUITS SELLER  #01-81 ,, S397972  ,397972  
HOCK BEE DRINKS STATION  #01-13 ,, S397972  ,397972  
HOCK GUAN FOOD STALL  #01-01 ,, S397972  ,397972  
JIAN HUAT ROASTED DELIGHT  #01-06 ,, S397972  ,397972  
JIN HUAT COOKED FOOD  #01-09 ,, S397972  ,397972  
JN PORK SUPPLIER  #01-94 ,, S397972  ,397972  
JOHNSON YOU TIAO  #01-12 ,, S397972  ,397972  
KHOON SENG  #01-17 ,, S397972  ,397972  
NIANG TOU FU #01-61 ,, S397972  ,397972  
NOODLE  #01-62 ,, S397972  ,397972  
PU HUI  #01-28 ,, S397972  ,397972  
S BACHA MEAT STALL  #01-37 ,, S397972  ,397972  
SAN TONG STEAMED SOUP  #01-03 ,, S397972  ,397972  
SEAGULL SEAFOOD  #01-54 ,, S397972  ,397972  
VEGETARIAN COOKED FOOD  #01-11 ,, S397972  ,397972  
XIN CHENG  #01-19 ,, S397972  ,397972  
YEOW FRESH & FROZEN FOOD  #01-90 ,, S397972  ,397972  
 ,,,#VALUE!
KAMPUNG ADMIRALTY HAWKER CENTRE  ,,,#VALUE!
676 WOODLANDS DR 71, S730676  , S730676  ,730676  
676WDHC - DRINK  #02-31 ,, S730676  ,730676  
AH CHOON LOR MEE  #02-20 ,, S730676  ,730676  
AYAM PENYET  #02-41 ,, S730676  ,730676  
CS676  #02-34 ,, S730676  ,730676  
DAY NIGHT HERBAL SOUP  #02-08 ,, S730676  ,730676  
DS676  #02-28 ,, S730676  ,730676  
FATHER N SON  #02-18 ,, S730676  ,730676  
FRUITERIA  #02-32 ,, S730676  ,730676  
GONG FU YUAN VEGETARIAN  #02-01 ,, S730676  ,730676  
HAWSTAR  #02-25 ,, S730676  ,730676  
HE ZHI RONG  #02-03 ,, S730676  ,730676  
JIA LE YONG TAU FOO  #02-04 ,, S730676  ,730676  
 ,, S730676  ,730676  
 Back to Top   98 ,, S730676  ,730676  
KZ BAKERY  #02-30 ,, S730676  ,730676  
LIKE PUDDING  #02-02 ,, S730676  ,730676  
LONG DING  #02-12 ,, S730676  ,730676  
MENG JI  #02-06 ,, S730676  ,730676  
MING FA FISHBALL  #02-17 ,, S730676  ,730676  
MR SEHU FOOD PALACE  #02-42 ,, S730676  ,730676  
MY KAMPUNG CHICKEN RICE  #02-39 ,, S730676  ,730676  
OFANZ ROJAK AND POPIAH  #02-33 ,, S730676  ,730676  
OLD TIMES  #02-38 ,, S730676  ,730676  
SAAMSUDEEN  #02-43 ,, S730676  ,730676  
SAN YI XUAN  #02-24 ,, S730676  ,730676  
SI CHUAN CUISINE  #02-26 ,, S730676  ,730676  
SIAM KIA  #02-09 ,, S730676  ,730676  
SNEK KU DI LORONG FATIMAH  #02-35 ,, S730676  ,730676  
SOON KEE ROASTED DELIGHTS  #02-27 ,, S730676  ,730676  
SPICY POT  #02-05 ,, S730676  ,730676  
SUPER WANG PORRIDGE  #02-07 ,, S730676  ,730676  
THE WESTERN HOUSE  #02-13 ,, S730676  ,730676  
TOV  #02-29 ,, S730676  ,730676  
WARONG LORONG FATIMAH  #02-37 ,, S730676  ,730676  
XI DE LI  #02-23 ,, S730676  ,730676  
XI WANG BAK KUT TEH  #02-19 ,, S730676  ,730676  
XIAN FU FISH SOUP  #02-16 ,, S730676  ,730676  
YUAN HE MEE JIAN KUEH  #02-22 ,, S730676  ,730676  
ZAINAP RESTAURANT PTE LTD  #02-40 ,, S730676  ,730676  
 ,,,#VALUE!
KEAT HONG SHOPPING CENTRE WET MARKET  ,,,#VALUE!
253 CHOA CHU KANG AVE 1, S680253  , S680253  ,680253  
H & E FISH SUPPLIER 1  #01-24 ,, S680253  ,680253  
HAH SEAFOOD  #01-24 ,, S680253  ,680253  
LCK 80 TRADING  #01-23 ,, S680253  ,680253  
NOODLES N KWAY TEOW  #01-24 ,, S680253  ,680253  
 ,,,#VALUE!
KEBUN BARU FOOD CENTRE  ,,,#VALUE!
226H ANG MO KIO ST 22, S568226  , S568226  ,568226  
A1 HOUSE OF CLAYPOT  #01-02 ,, S568226  ,568226  
CHYE KEE CHICKEN RICE  #01-10 ,, S568226  ,568226  
DE JI SHU SHI  #01-23 ,, S568226  ,568226  
DELI SNACKS  #01-18 ,, S568226  ,568226  
FAIRY COFFEE  #01-24 ,, S568226  ,568226  
FISHBALL NOODLE  #01-09 ,, S568226  ,568226  
GAO YUAN DESSERT  #01-14 ,, S568226  ,568226  
GUAN YIN VEGETARIAN FOOD  #01-19 ,, S568226  ,568226  
GUANG DONG  #01-29 ,, S568226  ,568226  
HONG HENG BEEF NOODLES  #01-16 ,, S568226  ,568226  
HUANG FU DUCK RICE  #01-20 ,, S568226  ,568226  
LE AN  #01-22 ,, S568226  ,568226  
MIX VEGETABLE RICE  #01-12 ,, S568226  ,568226  
NEW HONG HENG COFFEE  #01-15 ,, S568226  ,568226  
PINS KITCHEN  #01-26 ,, S568226  ,568226  
 ,, S568226  ,568226  
 Back to Top   99 ,, S568226  ,568226  
TEA HOUSE HOT & COLD DRINKS  #01-28 ,, S568226  ,568226  
 ,, S568226  ,568226  
KEBUN BARU MARKET AND FOOD CENTRE  ,, S568226  ,568226  
226D ANG MO KIO AVE 1, S564226  , S564226  ,564226  
01-06 #01-06 ,, S564226  ,564226  
01-53 #01-53 ,, S564226  ,564226  
01-54 #01-54 ,, S564226  ,564226  
01-58 #01-58 ,, S564226  ,564226  
01-59 #01-59 ,, S564226  ,564226  
FRESH SOYA BEAN  #01-107 ,, S564226  ,564226  
FROZEN FOOD STALL  #01-55 ,, S564226  ,564226  
FU KO XIANG  #01-111 ,, S564226  ,564226  
J SEAFOOD  #01-19 ,, S564226  ,564226  
JIN STALL  #01-09 ,, S564226  ,564226  
JQ HUT AGARWOOD  #01-92 ,, S564226  ,564226  
JUST LOVE CAKES  #01-106 ,, S564226  ,564226  
LIM KIM NAM POULTRY DEALE  #01-05 ,, S564226  ,564226  
MARSILING FISH SOUP  #01-109 ,, S564226  ,564226  
POH HENG LONG  #01-95 ,, S564226  ,564226  
PROVISION SHOP  #01-76 ,, S564226  ,564226  
RU LAI VEGETARIAN FOOD  #01-105 ,, S564226  ,564226  
SEAFOOD CHONG  #01-36 ,, S564226  ,564226  
TIAN XING JADE  #01-90 ,, S564226  ,564226  
UNIVERSAL VEGETARIAN  #01-01 ,, S564226  ,564226  
VEGETABLE 01 -47 #01-47 ,, S564226  ,564226  
VEGTABLE 01 -48 #01-48 ,, S564226  ,564226  
YE LAI FONG  #01-93 ,, S564226  ,564226  
 ,,,#VALUE!
KIM KEAT PALM MARKET & FOOD CENTRE  ,,,#VALUE!
22 LORONG 7 TOA PAYOH, S310022  , S310022  ,310022  
101 EGG STALL  #01-101 ,, S310022  ,310022  
2271 PORK STALL  #01-71 ,, S310022  ,310022  
AH CHUAN FRIED OYSTER  #01-25 ,, S310022  ,310022  
AH LIAN FROZEN MEAT  #01-80 ,, S310022  ,310022  
AHHUAT MINCEDMEAT NOODLE  #01-15 ,, S310022  ,310022  
ALIF NASI PADANG  #01-41 ,, S310022  ,310022  
CHICKA BOOM  #01-45 ,, S310022  ,310022  
CHUAN XIANG XIAO CHU  #01-51 ,, S310022  ,310022  
DELICIOUS SATAY  #01-16 ,, S310022  ,310022  
DOU HUA  #01-34 ,, S310022  ,310022  
DOU YA MIAN  #01-98 ,, S310022  ,310022  
DOVE DESSERTS  #01-21 ,, S310022  ,310022  
FRUIT JUICE SUGARCANE  #01-13 ,, S310022  ,310022  
GRANDMOTHER HANDMADE NOODLE  #01-12 ,, S310022  ,310022  
HAINAN CUISINE & SNACKS  #01-35 ,, S310022  ,310022  
HANDMADE FISHBALL NOODLE  #01-14 ,, S310022  ,310022  
HENG HENG 92  #01-90 ,, S310022  ,310022  
HOM AROY THAI FOOD TPY  #01-32 ,, S310022  ,310022  
HONG KONG STYLE PORRIDGE NOODLE  #01-08 ,, S310022  ,310022  
JASON WESTERN FOOD  #01-01 ,, S310022  ,310022  
 ,, S310022  ,310022  
 Back to Top   100 ,, S310022  ,310022  
LAI HENG  #01-07 ,, S310022  ,310022  
LIZA NASI PADANG  #01-44 ,, S310022  ,310022  
MAHAPRAJNA SNACK CAFE  #01-17 ,, S310022  ,310022  
MARY'S FASHION  #01-63 ,, S310022  ,310022  
MEI HENG YONG TAU FOO  #01-22 ,, S310022  ,310022  
MEI LING SHI ZHUANG  #01-62 ,, S310022  ,310022  
PAK KAHHOCK COFFEE POWDER  #01-67 ,, S310022  ,310022  
QING XIANG TING  #01-47 ,, S310022  ,310022  
RU YI VEGETARIAN  #01-29 ,, S310022  ,310022  
SEAH COFFEE SHOP  #01-53 ,, S310022  ,310022  
TIEN KEE  #01-19 ,, S310022  ,310022  
TONG FONG FATT HAINANESE  #01-24 ,, S310022  ,310022  
WANG'S WESTERN  #01-23 ,, S310022  ,310022  
 ,,,#VALUE!
KOVAN FOOD CENTRE  ,,,#VALUE!
209 HOUGANG ST 21, S530209  , S530209  ,530209  
A AND D STORE (WM)  #01-180 ,, S530209  ,530209  
AH GEOK CHICKEN 106  #01-106 ,, S530209  ,530209  
AH GEOK CHICKEN 107  #01-107 ,, S530209  ,530209  
AH HEE  #01-125 ,, S530209  ,530209  
AH SHUI SUPPLIER  #01-103 ,, S530209  ,530209  
AMMATHAI  #01-149 ,, S530209  ,530209  
BABY CLOTHING  #01-175 ,, S530209  ,530209  
BISCUITS PARADISE 1  #01-143 ,, S530209  ,530209  
CHEE ANG SEAFOOD  #01-81 ,, S530209  ,530209  
CHIN HAK FISH  #01-75 ,, S530209  ,530209  
CLOTHING ALTERATION  #01-157 ,, S530209  ,530209  
DAVIS PRAWN COURT  #01-37 ,, S530209  ,530209  
DE TAI ROAST  #01-138 ,, S530209  ,530209  
EN JI XIAO CHU  #01-45 ,, S530209  ,530209  
FASHION FILE  #01-158 ,, S530209  ,530209  
FRESH VEGETABLES 1  #01-95 ,, S530209  ,530209  
FROZEN FOOD 98  #01-98 ,, S530209  ,530209  
GLADYS FASHION  #01-182 ,, S530209  ,530209  
HENG LEE  #01-178 ,, S530209  ,530209  
HOCK SIANG FLORIST 159  #01-159 ,, S530209  ,530209  
HOCK SIANG FLORIST 160  #01-160 ,, S530209  ,530209  
HOUGANG 209 WTM  #01-40 ,, S530209  ,530209  
IK PORK  #01-121 ,, S530209  ,530209  
INDONESIA FRESH PORK  #01-123 ,, S530209  ,530209  
KIM HUAT FASHION  #01-173 ,, S530209  ,530209  
KOVAN SHENGYU  #01-82 ,, S530209  ,530209  
L. A. K. FRUIT JUICE  #01-22 ,, S530209  ,530209  
LAI HEE PORK  #01-124 ,, S530209  ,530209  
LARGE FASHION  #01-168 ,, S530209  ,530209  
LEE TEXTILE  #01-181 ,, S530209  ,530209  
MAY LAI HAH FASHION  #01-167 ,, S530209  ,530209  
MEI WEI DESSERT  #01-09 ,, S530209  ,530209  
NAM HUI  #01-163 ,, S530209  ,530209  
NG GUAN HUAT  #01-139 ,, S530209  ,530209  
 ,, S530209  ,530209  
 Back to Top   101 ,, S530209  ,530209  
NG GUAN HUAT ROASTED MEAT  #01-13 ,, S530209  ,530209  
POPIAH 52  #01-52 ,, S530209  ,530209  
PUAY KHIM SEAFOOD  #01-76 ,, S530209  ,530209  
PUAY THIAN TOWELS  #01-169 ,, S530209  ,530209  
QQ FRUIT JUICE 1  #01-01 ,, S530209  ,530209  
SAN XING COFFEE  #01-43 ,, S530209  ,530209  
SENG SUNDAY GOODS  #01-165 ,, S530209  ,530209  
SIMON COFFEE  #01-154 ,, S530209  ,530209  
TEY FASHION  #01-186 ,, S530209  ,530209  
WONG'S FANCY FISH 1  #01-136 ,, S530209  ,530209  
XINGXING COOKED FOOD  #01-11 ,, S530209  ,530209  
YAM MEE  #01-36 ,, S530209  ,530209  
YEW MENG PORK  #01-122 ,, S530209  ,530209  
YI SHI JIA WANTON  #01-57 ,, S530209  ,530209  
YU ZHI YUAN  #01-184 ,, S530209  ,530209  
YUAN JI COFFEE STALL  #01-21 ,, S530209  ,530209  
YUAN TING GOURMET PTE LTD  #01-28 ,, S530209  ,530209  
 ,,,#VALUE!
KUKOH 21 FOOD CENTRE  ,,,#VALUE!
1 JALAN KUKOH, S161001  , S161001  ,161001  
ADELINE CAFÉ  #01-03 ,, S161001  ,161001  
BEDOK 69 WANTON NOODLE  #01-14 ,, S161001  ,161001  
COFFEE AROMA  #01-17 ,, S161001  ,161001  
COFFEE HOUSE  #01-08 ,, S161001  ,161001  
CSB SEAFOOD SPECIAL  #01-15 ,, S161001  ,161001  
HENG HENG MIXED VEG RICE  #01-10 ,, S161001  ,161001  
I CHICKS  #01-01 ,, S161001  ,161001  
JADE LIGHT NOODLE HOUSE  #01-05 ,, S161001  ,161001  
JALAN KUKOH PORRIDGE  #01-13 ,, S161001  ,161001  
JALAN KUKOH TEOCHEW KUEH  #01-19 ,, S161001  ,161001  
MAMA MENG'S LITTLE INDIA  #01-07 ,, S161001  ,161001  
MARIA QI HENG COFFEE  #01-12 ,, S161001  ,161001  
TEOCHEW PIG'S ORGAN SOUP  #01-11 ,, S161001  ,161001  
YONG HEN LI JI  #01-21 ,, S161001  ,161001  
 ,,,#VALUE!
LAI HOCK SING MARKET  ,,,#VALUE!
27A CHAI CHEE RD, S461027  , S461027  ,461027  
LAI HOCK SING MARKET  #01-373 ,, S461027  ,461027  
 ,,,#VALUE!
LIM YAN HWEE TRADING  ,,,#VALUE!
261 SERANGOON CENTRAL, S550261  , S550261  ,550261  
